"k","model","o","p"
2,"hier_rpart",2.70805020110221,3.38298994656275
2,"hier_rpart",3.25809653802148,3.38298994656275
2,"hier_rpart",1.79175946922805,3.12282147029207
2,"hier_rpart",4.15888308335967,3.12282147029207
2,"hier_rpart",4.34380542185368,4.00646857742228
2,"hier_rpart",3.46573590279973,4.00646857742228
2,"hier_rpart",2.07944154167984,3.00786714401097
2,"hier_rpart",4.47733681447821,4.00646857742228
2,"hier_rpart",2.07944154167984,3.12282147029207
2,"hier_rpart",3.40119738166216,3.12282147029207
2,"hier_rpart",2.70805020110221,3.00786714401097
2,"hier_rpart",2.89037175789616,3.00786714401097
2,"hier_rpart",3.52636052461616,3.12282147029207
2,"hier_rpart",2.39789527279837,3.00786714401097
2,"hier_rpart",3.63758615972639,4.00646857742228
2,"hier_rpart",3.61091791264422,3.12282147029207
2,"hier_rpart",3.36729582998647,3.00786714401097
2,"hier_rpart",2.77258872223978,2.51286695909079
2,"hier_rpart",3.95124371858143,3.00786714401097
2,"hier_rpart",2.56494935746154,3.12282147029207
2,"hier_rpart",3.36729582998647,3.00786714401097
2,"hier_rpart",2.99573227355399,3.00786714401097
2,"hier_rpart",3.46573590279973,3.00786714401097
2,"hier_rpart",5.1624976434055,4.00646857742228
2,"hier_rpart",2.94443897916644,3.00786714401097
2,"hier_rpart",4.69134788222914,4.00646857742228
2,"hier_rpart",4.5857834721879,4.00646857742228
2,"hier_rpart",3.25809653802148,3.00786714401097
2,"hier_rpart",3.13549421592915,3.00786714401097
2,"hier_rpart",3.58351893845611,2.51286695909079
2,"hier_rpart",2.70805020110221,3.12282147029207
