"o","p","region","k","model"
3.36729582998647,2.90281841424518,"2.96704993909177",2,"STK"
2.99573227355399,2.88499437636504,"2.96704993909177",2,"STK"
3.46573590279973,2.97702070509229,"2.96704993909177",2,"STK"
5.1624976434055,3.84378985184982,"3.63051689911597",2,"STK"
2.94443897916644,2.89180197325978,"2.96704993909177",2,"STK"
4.69134788222914,3.93987648525634,"3.63051689911597",2,"STK"
4.5857834721879,3.90696950867117,"3.63051689911597",2,"STK"
3.25809653802148,2.94819536314195,"2.96704993909177",2,"STK"
3.13549421592915,2.92955465632424,"2.96704993909177",2,"STK"
3.58351893845611,3.03151150799797,"2.96704993909177",2,"STK"
2.70805020110221,2.89555637027773,"3.63051689911597",2,"STK"
2.77258872223978,2.92310616168582,"2.96704993909177",2,"STK"
2.83321334405622,3.13635920447102,"3.63051689911597",2,"STK"
4.60517018598809,3.72611901914341,"3.63051689911597",2,"STK"
